Date,Agency,Category,Title,Link
27. July 2026,Department of Health and Social Care,Report,"SaBTO: Advisory Committee on the Safety of Blood, Tissues and Organs (SaBTO) Annual Report 2024 to 2025",https://www.linkedin.com/feed/update/urn:li:activity:7482794969083150337/
27. July 2026,European Commission,Collection,Joint Clinical Assessment for Medicinal Products (Health Technology Assessment Regulation (EU) 2021/2282),https://www.linkedin.com/feed/update/urn:li:activity:7481245803450241024/
27. July 2026,European Union Agency for Cybersecurity (ENISA),Guidance,SME Cyber Resilience Maturity Assessment Model,https://www.linkedin.com/feed/update/urn:li:activity:7483312721690693632?
27. July 2026,European Directorate for the Quality of Medicines & HealthCare (EDQM),News,Publication of revised Ph. Eur. general chapter 5.1.6 on alternative microbiological methods,https://www.linkedin.com/feed/update/urn:li:activity:7483812215960195072/
27. July 2026,European Medicines Agency,Guidance,Guidance for Applicants for the Preparation of the Precise Scope Section of the Variation Application Form,https://www.linkedin.com/feed/update/urn:li:activity:7482797544129990656/
27. July 2026,European Medicines Agency,Announcement,"Working Arrangement on Collaboration and Exchange of Information on Therapeutic Products/Medicinal Products between DG SANTE, EMA and the New Zealand Ministry of Health (Medsafe)",https://www.linkedin.com/feed/update/urn:li:activity:7481248174435713024/
27. July 2026,European Medicines Agency,Guidance,Safety Features for Medicinal Products for Human Use Questions and Answers (Version 22),https://www.linkedin.com/feed/update/urn:li:activity:7482377355311747072/
27. July 2026,European Medicines Agency,Guidance,"International Council for Harmonisation (ICH) E6(R3) Guideline for Good Clinical Practice Step 5 (Principles, Annex 1 and Annex 2)",https://www.linkedin.com/feed/update/urn:li:activity:7483500711805186048/
27. July 2026,European Medicines Agency,Guidance,Questions & Answers on Article 31 Non-Pharmacovigilance Referral Procedures (Rev.,https://www.linkedin.com/feed/update/urn:li:activity:7483501389583863808/
27. July 2026,European Medicines Agency,Concept Paper,Revision of the Guidelines on Good Manufacturing Practice for Medicinal Products Annex 15: Qualification and Validation,https://www.linkedin.com/feed/update/urn:li:activity:7483502405536546818/
27. July 2026,European Medicines Agency,Reflection Paper,Reflection Paper on Particulars for Safety Signals for (Traditional) Herbal Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7483521237973975040/
27. July 2026,European Medicines Agency,Guidance,Pre-notification Check for Type IA/IAIN Variations,https://www.linkedin.com/feed/update/urn:li:activity:7483308608156422144?
27. July 2026,European Medicines Agency,Guidance,European Medicines Agency Questions & Answers on Article 29(4) Referral Procedures (EMA/457269/2016 Rev.1),https://www.linkedin.com/feed/update/urn:li:activity:7483804953845813248/
27. July 2026,European Medicines Agency,Guidance,European Medicines Agency Questions & Answers on Article 20 Non-Pharmacovigilance Procedures,https://www.linkedin.com/feed/update/urn:li:activity:7483806783728238592/
27. July 2026,Health Canada,Guidance,Draft Guidance on Ministerial Reliance Order for Certain Human and Veterinary Drugs,https://www.linkedin.com/feed/update/urn:li:activity:7483809250230812672/
27. July 2026,Health Canada,News,The Ministerial Reliance Order: About the Order,https://www.linkedin.com/feed/update/urn:li:activity:7483810796800548864/
27. July 2026,Health Canada,Guidance,Expectations for Information Submitted with Class III and IV Medical Device Licence Applications: Notice to Industry,https://www.linkedin.com/feed/update/urn:li:activity:7484819398197891072?
27. July 2026,International Council for Harmonisation,Guidance,(ICH) E6(R3): Good Clinical Practice (GCP) Annex 2 Adopted and Consolidated Guideline Published,https://www.linkedin.com/feed/update/urn:li:activity:7482373745702264833/
27. July 2026,MedTech Europe,Response,MedTech Europe response to the European Commission Call for Evidence on Future Joint Undertakings,https://www.linkedin.com/feed/update/urn:li:activity:7483802088674766848/
27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,UK Approved Bodies for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7483500034135826432?
27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical trials for medicines: ending a clinical trial,https://www.linkedin.com/feed/update/urn:li:activity:7483499326149750784/
27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,In vitro diagnostic point-of-care test devices,https://www.linkedin.com/feed/update/urn:li:activity:7483317663495184386?
27. July 2026,Swissmedic,Forms,Swissmedic Forms for July 2026,
27. July 2026,Swissmedic,Guidance,Medical device registration fee,https://www.linkedin.com/feed/update/urn:li:activity:7483342563924553728?
27. July 2026,Swissmedic,Guidance,Clinical investigations of medical devices,https://www.linkedin.com/feed/update/urn:li:activity:7483803689925722114/
27. July 2026,Swissmedic,Guidance,Notification of Quality Defects,https://www.linkedin.com/feed/update/urn:li:activity:7484819410264903680?
27. July 2026,Therapeutic Goods Administration,Guidance,Varying biological entries on the ARTG,https://www.linkedin.com/feed/update/urn:li:activity:7483320685323354112?
27. July 2026,"	USA Food & Drug Administration FDA",Tool,FDA CDER & CBER Drug Development Tool (DDT) Qualification Project Search Database,https://www.linkedin.com/feed/update/urn:li:activity:7481250429419372546/
27. July 2026,USA Food & Drug Administration FDA,Framework,FDA CDER Framework for Regulatory Advanced Manufacturing Evaluation (FRAME),https://www.linkedin.com/feed/update/urn:li:activity:7482363055822077952/
27. July 2026,USA Food & Drug Administration FDA,SOPP,Managing MDUFA User Fee Payments and Billing Activities (Version 10),https://www.linkedin.com/feed/update/urn:li:activity:7482366045085732864/
27. July 2026,USA Food & Drug Administration FDA,SOPP,Posting and Announcement of Premarket Approval Application and Humanitarian Device Exemption Approvals and Denials (SOPP 8795),https://www.linkedin.com/feed/update/urn:li:activity:7484819392233418752?
27. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Formal Meetings Between FDA and Sponsors or Requestors of Over-the-Counter Monograph Drugs,https://www.linkedin.com/feed/update/urn:li:activity:7482799720256643072/
